Book,Text
Coś niby chwyta, coś niby trzyma,
Rozpłacze się i zaśmieje.

  — „Tyżeś to w nocy? to ty Jasieńku!
Ach! i po śmierci kocha!
Tutaj, tutaj, pomaleńku,
Czasem usłyszy macocha!…

  Niech sobie słyszy… już nie ma ciebie,
Już po twoim pogrzebie!
Ty już umarłeś? Ach! ja się boję!…
Czego się boję mego Jasieńka?
Ach, to on! lica twoje, oczki twoje!
Twoja biała sukienka!

  I sam ty biały jak chusta,
Zimny… jakie zimne dłonie!
Tutaj połóż, tu na łonie,
Przyciśnij mnie, do ust usta!…

  Ach, jak tam zimno musi być w grobie!
Umarłeś, tak, dwa lata!
Weź mię, ja umrę przy tobie,
Nie lubię świata.

  Źle mnie w złych ludzi tłumie:
Płaczę, a oni szydzą;
Mówię, nikt nie rozumie:
Widzę, oni nie widzą!

  Śród dnia przyjdź kiedy… To może we śnie?
Nie, nie… trzymam ciebie w ręku,
Gdzie znikasz, gdzie mój Jasieńku?
Jeszcze wcześnie, jeszcze wcześnie!

  Mój Boże! kur się odzywa,
Zorza błyska w okienku.
Gdzie znikłeś! ach! stój Jasieńku!
Ja nieszczęśliwa!” —

  Tak się dziewczyna z kochankiem pieści,
Bieży za nim, krzyczy, pada;
Na ten upadek, na krzyk boleści,
Skupia się ludzi gromada.

  „Mówcie pacierze! — krzyczy prostota —
Tu jego dusza być musi.
Jasio być musi przy swej Karusi,
On ją kochał za żywota!”

  I ja to słyszę, i ja tak wierzę,
Płaczę i mówię pacierze.
— „Słuchaj dzieweczko!” — krzyknie śród zgiełku
Starzec, i na lud zawoła:
„Ufajcie memu oku i szkiełku,
Nic tu nie widzę dokoła.

  — Duchy karczemnej tworem gawiedzi,
W głupstwa wywarzone kuźni;
Dziewczyna duby smalone bredzi,
A gmin rozumowi bluźni”.

  „Dziewczyna czuje, — odpowiadam skromnie —
A gawiedź wierzy głęboko:
Czucie i wiara silniej mówi do mnie,
Niż mędrca szkiełko i oko.

  Martwe znasz prawdy, nieznane dla ludu,
Widzisz świat w proszku, w każdej gwiazd iskierce;
Nie znasz prawd żywych, nie obaczysz cudu!
Miej serce i patrzaj w serce!”




"
Adomas Mickevičius  Gražina tłum. Jonas Žilius,"Adomas Mickevičius

Gražina
tłum. Jonas Žilius

ISBN 978-83-288-2490-4


Vėjas kas kartą žiauriaus pučia, šąla;
Miglos ant žemės, o mėnuo padange
Per miglas bėgdams, tartum skraiste brangia.
Debesiais dengias, tai temsta, tai bąla,
Tarp rudens oro šalto, nevienodo.
Žemė lyg butas tamsusis išrodo,
Debesys rodos lyg judantis skliautas,
Mėnuo lyg langas tam skliaute išpjautas.

Rūmai, statyti ant kalno Naupilės,
Blizga palšai prieš nakties akį švisą.
Šone, ant rėvo, kur volas pakilęs,
Kėpso šešėliai smiltynę aptiesę,
Vietom’s į rėvą nuo volo nusprūsta,
Kur po pelėsiais vanduo žalias pūsta.

Miestas miegojo, ir pilyj pradėjo
Žiburiai gest, tiktai bokšte, ant volo
Pilies sargai pastatyti budėjo;
Vienkart, težiūrint, jie mato, iš tolo
Lyg koki žmonės per tyrą atvengia.
Paskui kiekvieną šešėlis juods mirga,
O bėga greitai, matyt tur’ po žirgą,
Šviečiasi aiškiai, šarvais apsidengę.
Žirgai sužvengė, dundėt ėmė sienon,
Ant šlapių žirgų trys jočiai sėdėjo.
Rėvą prijojus sustojo ir vienas
Ėmęs trimitą tuoj pūsti pradėjo,
Užtrimytavus taip trejetą kartų,
Sargas ant balso iš bokšto atsuko;
Čerška retežiai rakinti prie vartų
Ir sunkus tiltas nupuola ant tako.

Kad žingeidumą tuščią apmalšint.
Iš visų pusių sargai suėj’, žiūri.
Vienas iš jočių, vyriausias matyti,
Rūbą ir ginklą kuo gražiausią turi:
Skraistė balta, ant jos kryžių tur’ juodą.
Kryžių ant kaklo prie raikščio geltono.
Ant pečią triubą, kuria gandą duoda.
Kirvį ir kardą prie kairiojo šono.

Veikiai kryžioką sargai pažinojo: —
Juokauja, šaipos, o vienas sušuko:
— Ko šit’s šunspusė vėlai taip atjojo?…
Storas nuo kraujo Lietuvių sutuko!
Kad be tarnų, tiktai vienas čia būtų,
Ašmenims kardo tuoj, perveręs širdį,
Stumčiau po tiltu, tegul ten bepūtų!
Taip sau kalbėjo, tas neva negirdi.
Bet kur, girdėjo, nes galvą tik krato:
Nors vokietis, žmones kalbant suprato.
— Kur Kunigaikštis? — sargų jisai klausia.
— Ilsisi, miega ir naktį nepri’ma
Nieko pas save. — Nors būtų vėliausia,
Turit pranešt apie mūs’ pribuvimą:
Siuntiniai esam, kelionės mūs’ mierį
Apreikš šis žiedas ant rankos ką žėri:
Jį kunigaikščiui nuneškit, įteikę
Dasižinosit kas mes, ko mums reikia.

Tyka aplink; rūmuos miega kas gyvas;
Bet aukštai, bokšte, kas tai būt per dyvas?
Pas Lietavorą per langą mažytį
Spingsant prigesus šviesa dar matyti.
Šiandien jis grįžo, buo toloj kelionėj,
Reiktų dabartės ilsėtis maloniai.

Bet Lietavors nemiegojo. Teisybė,
Siųsta po durim žiūrėt. — Nemiegojo
Tiktai vėlai taip nieks iš sargų jojo:
Ponai, bajorai, visa vyriausybė
Pas jį į rūmus įeiti bijojo.
Siunčia kryžiokas, grūmoja, grasina,
Prašyms, grasinimas baimės n’įveikia:
Iš budinčiųjų kad nieks neketina
Eiti, Rinvitą pabudinti reikia.
Senis Rinvitas namie tiek, tiek kare
Naudos tėvynei labai daug padarė, —
Kare muš' priešus, namie vaidus taiko,
Jį Lietavoras aukštoj garbėj laiko,
Taigi, diena būt, naktis, arba rytas,
Viešpačio butas jam vis at’darytas.

Bute tamsu buo; kerčioj tik žibėjo
Mirštančia, balta šviesa žiburėlis.
Lietavors rūškans prie stalo stovėjo,
Misli’o, tai klausė vėl galvą pakėlęs,
Ką apie siuntinius Rinvit’s kalbėjo;
Ruožtais dūsavo, tai raudo, tai balo,
Vėl vaikščioj greitai pakilęs, ant galo
Žiburį pr’ėjęs taisyti pradėjo,
Rodosi taiso: pridengia su sauja,
Žiburys suvis žibėjęs paliauja.

Turėjo tyčiomis jį užgesinti,
Nes iš jausmų, ką veiduos išsipylę
Buo, nenorėj, idant tarnas atminti
Stengtų širdies jojo paslaptį gilią.
Vėl atsistojo, vėl eit pasileido;
Bet kad prie lango grotuoto priėjo,
Aiškiai matyt buo prieš mėnesio veidą,
Kurs per langelį į vidų žiūrėjo,
Aiškiai matyti, kad dantys sukąsti
Ir kerštas slepias’ ant suraukto veido,
O žvilgyj’ žaib’s, koks retai labai esti.

Vėla nuo lango greitai atsitraukia,
Liepia Rinvitui duris uždaryti:
Nors akyse abejonę matyti,
Nors juoku šaltu veidai apsitraukia;
Jis vienog sėdęs, kalba gana aiškiai,
Tokią naujieną Rinvitui apreiškia.

Atmeni, sako, patsai, Rinvituli,
Kaip pernai raštai iš Vilniaus parėjo.
Vytaut’s Lydos kunigaikščiu uždėjo
Mane ir visą palaimos tą šalį,
Tuos plotus žemės, kurie man priguli
Be dovanos jojo į pačios dalį.
Jis, kad parodyt jogei labo geidžia,
Lyg savo lobį žemes tas apleidžia.

Taip kunigaikšti! — Taigi ir dabartės
Eisim užimt dovanotą mums turtą;
Liepk, kad imtų išnešt manąjį papartį
Uždegti stiebai, kad būtų užkurta
Ugnis ant volų. Sargai tegul renka
Trimitorius, prisakyk jiems suėjus
Triūbyt neliaujant į keturis vėjus,
Triūbyt ir triūbyt, kiek galios užtenka!
Iš visų pusių kareiviai pribūti
Turi ant balso į pylimą: krūtį
Savo kiekvienas šarvais teužkloja,
Taisosi ginklą ir žirgą balnoja;
Žmonėms ir žirgams tur būt pagaminto
Maisto, kiek reikia ik nakčiai nuo ryto.
Kad kaip reik viskas liksis sutaisyta,
Mindaugo kapą kaip tik pirmutinis
Spindulys grybštels, apreikšdamas rytą,
Laukite manęs ant gatvės lydinės.

Taip kunigaikštis prisakymus leido;
Žodžiai iš lūpų tekėte tekėjo
Bet kodėl naktį? Kodėl ant jo veido
Šiandien toks paslėptas kerštas gulėjo?
Norint tais žodžiais liepimų begalį
Skaitlių išpildyt Rinvitui suteikia.
Aiškiai matyt, kad tik vieną jų dalį
Tarnui atvėręs parodo kaip reikia;
Kitą gi, nors valandoj taip karštojo’,
Tylint krūtinėj giliai užkavojo.

Lietavors baigė ir rodosi lauktų,
Kad su liepimais Rinvits atsitrauktų,
Bet Rinvit’s stovi, dūmoja stovėdamas,
O iš to viso, ką girdi, ką mato,
Nors ponas daug užtylėjo kalbėdams,
Jis viską aiškiai patsai dasiprato.
Ko dabar tvertis? Žino, kad rodos
Svetimos viešpačiui niekad n’įtinka:
Viską an’s daro, kaip jam geriaus rodos’,
Kaip galva liepia, kas širdžiai patinka,
O ką išpildyt tvirtai sudūmoja,
Be atmainos to visuomet laikysis:
Gaisras gesinam’s labiaus dar liepsnoja…
Vienog Rinvitas, karštai mylintysis
Tėviškę, aiškiai supranta ir žino,
Jog šitą kartą labai keistai veiktų,
Jei taip svarbioj, pavojingoj adynoj,
Viešpačiui klystant rodos, nesuteiktų.
Taip, kad galvoj šias dvi nuomones svoriu,
Pirmąją lenkia, paskesniąją stveria.

— Ponut’, kur tik tave mierai šie kelia,
Visuomet esame tau atsidavę:
Kur tiktai liepsi, kur rodysi kelią,
Ant vieno žingsnio neapleisim tave,
Seksim, klausysim. Bet, mielas ponuli,
Reik ir padonis guodonėj laikyti,
Labą tėvynės niekad nepriguli
Ant vienos mislies svarstyklių svarstyti.
Atmenu dailiai ir tėvas tavasis,
Nors aukščiaus’ nuomones laike savąsias.
Bet pirm’ nei kardą iš makštų ištraukė,
Į rodą amžium senesniuosius šaukė.
Taip aš, už stalo sėdėdamas, tankiai
Būdavo drąsiai, rodos, davinėjau;
Atleiskie todėl ir šiandien nuolankiai,
Kad išmest žodį tau įsidrąsėjau. —
Būdamas senas, su plauku žiloku,
Dalykus sverti ir šiaip ir taip moku;
Bet ne’tsurgum’s šios kelionės, bijausi.
Kad nelaimingai labai baigtis gali,
Jeigu į Lydą dabartės keliauji,
Tau pagal tiesą prigulinčią šalį.
Minkie, slapus antpuolimas galėtų
Mus su lydėnais suerzinti drūčiai,
Likties’ po tam, būdu karo, turėtų
Vieni kaip ponai, kiti kaip vergučiai.

Paskalas aplink tuojaus grūdus sėja,
Žmonės brandina juos mislim' neliovę,
Mislim brandina, melu užakėja…
Vaisių toks grūdas išduot gali kartų.
Kurs erzin’ meilę ir mažina šlovę.
Tūlas, nežinąs, tuojaus mus aptartų,
Esant plėšikais. Netoks papratimas
Tarpe valdonų senovėj žiliojo’
Prabočių mūsų šalyj ponavojo,
Kada taip būdavo kraustytis imas;
Jeigu norėtum senovę laikyti,
Teikis senovės žmonių paklausyti.

Prigul kareiviams pirmiaus’ žinią duoti,
Jogei visi, ką čionais mieste esti
Ir kurie kaimuos toli išsibastę,
Veikiai į pylį sueitų ginkluoti.
Vienus galėsi iš tų, kaip pats’ geisi.
Vietoj sargybos palikti prie savęs;
Kitus, po mano valdžia atidavęs,
Kad ir ryt rytą kelionėn išleisi.
Su kunigais, vaidilučiais garbingais,
Su daiktais kare, puotoj reikalingais.
Laimingiaus sektųs, kad dailiaus nuduotų
Ir kad nė valgyt, nė gert nestokotų.

Nes karo laiku nevien prasti žmonės
Ir vyriausybė midum smaguriauja.
O kunigaikščio duosnum’s ir malonis
Ateitį gerą visad pranašauja.
Sens paprotys, siekęs gilią senovę.
Jį turim švęsti per amžius neliovę.

Baigė kalbėjęs, aptyko, nurimo.
Bet vėl tuoj tarė arti lango stojęs:
— Jotis prie bokšto, matyt, tenais rimo,
Štai ir kiti du po žirgą vadžiojas…
Siuntinia vokiečius. Liept juos pašaukti
Ar tur kieme atsakymo laukti?

Taręs, nuo lango vėla prasitraukia.
Vėl savo kalbą ir šiaip ir taip varto:
Taip kunigaikštį neliaudams kvošt, laukia
Kad apie siuntinius ką prasitartų.

Lietavors taria: — Jei kad atsitinka.
Jog tarp dalykų kuo pavojingiausių
Savo padonų, rodos, kartais klausiu,
Tavosios rodos labiaus man patinka:
Tu visame iš mūsiškių pirmiausias,
Jaun's ėsi kare, rodoje seniausias;
Tiesa, nenoriu, kad paslapčios dūmos
Kitiems padonams atviros stovėtų.
Nes kibirkštis, pasirodžiusi dūmuos,
Jei pakišt vėjui, ilgai nespindėtų.
Vienog dalyks šis, kuriuo baigiu viską.
Lai nei perkūnas pirm’ trenkia, nei blizga.
Tau tiktai trumpą atsakymą duosiu:
Ryt’ ant žemaičių visus jus veduosi.

Todėl taip greitai, todėl valandoje
Nepaprastoj taip ir taip netikėto',
Nes žinau, Vytaut’s seniai mus daboja,
Kad iš netyčių užklupti galėtų.
Gal ir į Lydą drįso mane šaukti,
Kad pasišaukus užmušt ar užsmaugti.

Sergėtis reik; pas kryžiokišką vadą
Vakar bebūdam’s dariau sutarimą:
Ordens į talką duot ricierius žada.
Už ką nuo mūs’ plotą žemių ats’ima.
Jei dabar lanko, jei siuntinius leidžia,
Regima, sutartį pildyti geidžia.

Ir taip, sietyns ant dangaus kol regėti,
Dėl mūs’ geriausias dalyks pasilieka.
Tūkstančių porą kryžiokų laimėti.
Jotų ir pėsčiųjų dvigubai tieka.
Patsai mačiau dar svečiuodams pas juosius
Tuos rimtus vyrus, ką duoti man rengia:
Kūnu kur kas didesni už manuosius,
Krūtį ir kaktą jųjų šarvai dengia;
O stos į karą, tai net baimė tveria,

Matant, pašones mūsiškiams kaip veria.
Pestininks turi kiekviens po gyvatę,
Ką šviną suodžius ir pakulas ryja,
Kaip tik jos kaklą į priešus atstatę
Pradeda erzint, prikišę žariją,
Šnypščia gyvatė, ugnim, dūmais vemia
Ir tuojaus priešą partrenkia į žemę.
Anais tai metais nuo pramonio šito
Vieliuonos mūruos Gedimin’s parkrito.

Vilkinims baimė tik darbą gaišina,
Užtai tuoj ryt’ žemaičius atlankysim
Ir kol jie Lydą menkai nuo mūs’ gina,
Eisim, kaposim viską ir draskysim.

Rinvits, užgauts netikėta naujiena,
Stebisi, misli’a, atsakyti taiko.
Mislys pabūgus galvoj n’užsilaiko,
Slysta tolydžio viena paskui vieną;
Svarbios ant tiek, kad užslėpt jas netinka,
Todėl išdrįsęs: — Viešpatie, surinka,
Amžiuje mano nenoriu, kad duotus
Brolius prieš brolius matyti ginkluotus!…
Vakar mus’ kardas į vokiečių sprandus
Šipo, o šiadien, kad gint juos galandas?.
Niekai gyvent be vienybės — teisybė,
Bet niekiaus būt su kryžiokais vienybėj
Rods, pasitaiko, kad kaimynas kaimyną.
Su kuriuo pykos per metelių kiekį,
Ima, ant galo piktumą palieka
Ir jį nei brolį karštai apkabina.
Daug aršesnėj, su kaimynu kaimynas —
Lenkas su lietuviu santaikoj būva,
O vienog tankiai, suėję į krūvą.
Stikleliu midaus paeiliui dalinas,
Geria, bučiuojas, o kada pris’eina.
Ir į pagelbą viens vienam nueina:
Da piktesnėj už lietuvį ir lenką
Su žalčiais žmonės gyvena sandaro'.
Bet kada žmogus duris jam pradaro,
Žaltys nei svečias kad butan jo slenka
Jei tik dėl šlovės dievų amžinųjų
Lietuvis pieno nesigail’ dėl jųjų;
Tad žaltys savas, užsliuogęs ant rankų.
Laižo pirštus jo gyliu sukaitinęs,
Kartais, užlipęs ant vaiko krūtinės,
Lyg vario žiedas miegot susirango.

Vienog kryžioką — gyvatę per amžių
Nenumalšinsi aukos būdu jokiu;
Maža jau prūsiško aukso suglamžius
Žemių, žmonių ir šiaip lobių visokių? —
Vis alkana da ir, kad primanytų.
Valanda viena visus mus išrytų.

Vien sutikim’s apgint lietuvius gali
Metas į metą veltuo į jų šalį
Traukiame miestų ir pylimų griauti;
Ordens nelemtas lyg smakas išrodo,
Kuriam, kad vieną kaukuolę nupjauti,
Tuoj į jos vietą dešimts pasirodo,
Pjaukim!… Iš tiesų, paikai pasistato,
Kurs su lietuviais suvest nor kryžioką,
Nors kunigaikštį paimk, imk prasčioką,
Nėra nė vieno, kurisai nemato
Jų pasalų, kurs nuo jų nesitrauktų,
Tartum nuo maro kokio, kiekvien’s geistų
Nuo žmonių, genčių geriaus būt apleistu,
Bet į pagelbą križiokų nešauktų;
Kiekvien’s, sakau tau, greičiaus šimtą kartų
Geležį karštą, nei ranką jų stvertų.

Vytauts grasin'! Ar pavojus daėjęs
Jau iki to, kad nebūtum aps’ėjęs
Ir be kryžiokų? Ant galo, ar esat
Taip jau įniršę ant savęs, ar būtų
Siūlas vaidų, ką jus riša, taip drūtu,
Jog delnais brolių nutraukt negalėsit?

Kaip gali tikrint, kad teisūs tie žodžiai.
Kad Vytaut’s spąstus visur broliams taiso,
Laužydams sutartis skriaust mus nor godžiai?

Leiskie, da sykį pas jįjį nueisiu,
Da sušnekėsim, sutarsim da kartą…
— Tieksyk šnekėta, tieksyk buvo tarta, —
Vytaut’s da niekada žodį, kaip reikia,
Duotą n’išpildė, šią dieną jam vėjas
Tokias mislis, ryt kitokias suteikia:
Andai buvau kunigaikščiui tikėjęs,
Sakė, prie Naupilės Lydą pridėsiu;
Da’rtės, matau, atėj’ galas ilgesių:
Valandą gerą jisai nužiūrėjęs,
Kada mūsiškiai visur išsklaidyti
Tapo, atleidžia žinias, būk lydiečiai
Manęs ilgiaus nebenori klausyti, —
Jįjį, matyti, Lydon užsikviečia.
Vytaut’s teisus gi, neskriaus mūs' ir, je’gu
Lydą atims, mums duot kitas kas rasis, —
Smiltys Rusijos ar pelkės Varegų!
Ten jau nuo šiandien eis kelias manasis,
Ten visus brolius ir gimines varo,
Lietuvoje jau mums žemių n’ištenka —
Jis visas ima, o žino, ką daro:
Vienija, muša, į krūvą vis renka
Visą Lietuvą perdėm ir norėtų,
Idant jams lygūs po kojom gulėtų.
Ko abejoti da, ko daugiaus laukti?
Vytaut’s lietuviams visiems, kiek mus esti,
Niekad nuo žirgų neduoda nusėsti,
